Species,UCEN Restoration Site (RS),Northern Eucs- above road (NE),NE Road Margin (RM),Commencement Green (CG),North Margin Zone General,North Margin Zone Summary,West Lagoon Proper (LW),Mid Lagoon Proper (LM),East Lagoon Proper (LE),Lagoon Proper General,Lagoon Zone Summary,Zone 3- below road (Z3) ,Zone 2- above road (Z2) ,Zone 1 (Z1) ,Oak Grove/Basin 6 (OG),West Lagoon Park General,West Lagoon Park Summary,West Depressions (WD),East Depressions (ED),Beach (BE),South Beach Zone General,South Beach Zone Summary,Quarry Enhancement Site (QE),Lagoon Island South (IS),Lagoon Island North (IN),Lagoon Island Zone General,Lagoon Island Zone Summary,CP Mesa Top (CP),CP Wetland Edge (WE),CP Outcrop (OC),Campus Point Zone General,Campus Point Zone Summary,Beach Side (BS),Lagoon Side (LS),Pearl Chase Garden (PC),East Margin Zone General,East Margin Zone Summary,Lagoo Management Non-specific,Fieldnote Summary #'s,Lagoon Management Area Totals,Songs/Males Counted,Females Counted,Juveniles Counted,Species Notes,Breeding Evidence Yes or Blank,Presences Only (Yes or Blank),Day,Month,Year,month num,Date,seasonnum,Time Start, Time End,Temp Start (F),Wind Start (0-3),Wind Direction Start,Cloud Cover % Start,Cloud Height Start,Rain (0-5) Start,Temp End (F),Wind End (0-3),Wind Direction End,Cloud Cover % End,Cloud Height End,Rain End (0-5), Weather Note,  Nearest Tide Time, Nearest Tide Height (ft), Nearest Tide High/Low?,Observer,Survey Coverage Notes,(1-Single   2-Partial Survey   3-Complete Survey   4-Roost Survey  5-Nest Search),Taxinomic #
Black Phoebe,1,,2,1,,4,,,,,0,,,,,,0,1,1,,,2,1,1,5,,7,,1,,,1,1,1,,,2,,,16,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Cassin's Kingbird,,2,,,,2,,,,,0,,1,,,,1,,,,,0,1,,4,,5,,,,,0,,,,,0,,,8,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Western Scrub-Jay,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
American Crow,,1,,,,1,,,,,0,,,,,,0,,,,,0,,,2,,2,,,,,0,,,,,0,,,3,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Barn Swallow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,4,,4,,,,,0,,,,,0,,,4,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Bushtit,,2,,,,2,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Bewick's Wren,,,,,,0,,,,,0,,,,,,0,1,,,,1,,,3,,3,,,,,0,,,,,0,,,4,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
House Wren,,,1,,,1,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Blue-gray Gnatcatcher,,,,,,0,,,,,0,,,,,,0,,,,,0,1,,1,,2,2,,,,2,,,,,0,,,4,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Northern Mockingbird,,2,,,,2,,,,,0,,1,,1,,2,1,,,,1,1,,,,1,,,,,0,,,,,0,,,6,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Orange-crowned Warbler,,,,,,0,,,,,0,,,,,,0,,,,,0,,1,2,,3,,,,,0,,,,,0,,,3,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Common Yellowthroat,,,1,,,1,,,,,0,,2,,1,,3,,,,,0,,1,2,,3,,2,,,2,,,,,0,,,9,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
California Towhee,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,5,,5,2,1,,,3,,,,,0,,,9,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Beldingês Savannah Sparrow,,,,,,0,,,,,0,,,,,,0,1,,,,1,,,,,0,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Song Sparrow,3,8,,,,11,,,,,0,,5,,,,5,,1,,,1,,2,6,,8,,3,,,3,,4,,,4,,,32,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
House Finch,,1,,9,,10,,,,,0,,,1,4,,5,8,2,,,10,,,44,,44,,6,,,6,,,,,0,,,75,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
W. Bluebird,,,,6,,6,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Hutton's Vireo,,,,,,0,,,,,0,,,,1,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Scaly breasted Munia,,,,,,0,,,,,0,,3,,,,3,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
N. Flicker,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Osprey,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Acorn Woodpecker,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
CA Thrasher,,,,,,0,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Allen's Hummingbird,,,1,,,1,,,,,0,,,,,,0,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Oak Titmouse,,1,,,,1,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Surf Bird,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,1,,1,,,,,0,,,1,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
Brandts Comorant,,,,,,0,,,,,0,,,,,,0,,1,,,1,,,,,0,,,6,,6,,,,,0,,,7,,,,,,,29,August,2017,8,29-Aug-17,3,7:15,9:15,65,0,,0,0,0,71,0,,0,0,0,,,,,"Lisa Stratton, Claire Runge, Darwin Richardson, Jason Liu, Evan Hobson",,,
American Wigeon,,,,,,0,,1,8,,9,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,9,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Mallard,,,,,,0,,,3,,3,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Pied-billed Grebe,,,,,,0,3,2,4,,9,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,9,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Eared Grebe,,,,,,0,1,1,,,2,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Western Grebe,,,,,,0,,2,,,2,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Brown Pelican,,,,,,0,,,,,0,,,,,,0,,,,,0,,,4,,4,,,18,,18,,,,,0,,,22,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Double-crested Cormorant,2,,,,,2,,1,,,1,,,,,,0,,,,,0,,,13,,13,,,,,0,,,,,0,,,16,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Great Blue Heron,1,,,,,1,,,,,0,,,,,,0,,,,,0,1,,1,,2,,,,,0,,,1,,1,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Great Egret,2,,,,,2,,,,,0,,,,,,0,,,,,0,,,2,,2,,,,,0,,,,,0,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Snowy Egret,3,,,,,3,,,,,0,,,,,,0,,,,,0,1,,2,,3,,,,,0,,,,,0,,,6,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Green Heron,1,,,,,1,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Black-crowned Night Heron,3,,,,,3,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Red-tailed Hawk,,,,,,0,,,,,0,,,,,,0,,,,,0,,1,,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
American Coot,,,1,,,1,,3,35,,38,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,39,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Black-bellied Plover,,,,,,0,,,,,0,,,,,,0,,1,3,,4,,,,,0,,,,,0,1,,,,1,,,5,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Semipalmated Plover,,,,,,0,,,,,0,,,,,,0,,1,1,,2,,,,,0,,,,,0,2,,,,2,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Killdeer,,,,,,0,,2,,,2,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Black-necked Stilt,7,,,,,7,,1,,,1,,,,,,0,,1,,,1,,,,,0,,,,,0,,,,,0,,,9,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Greater Yellowlegs,1,,,,,1,,,,,0,,,,,,0,,,,,0,3,,,,3,,,,,0,4,,,,4,,,8,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Willet,,,,,,0,,,,,0,,,,,,0,,,1,,1,1,,,,1,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Black Turnstone,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,3,,,,3,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Sanderling,,,,,,0,,,,,0,,,,,,0,,15,23,,38,,,,,0,,,,,0,,,,,0,,,38,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Least Sandpiper,,,,,,0,,,,,0,,,,,,0,,,4,,4,,,,,0,,,,,0,,,,,0,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Long-billed Dowitcher,,,,,,0,,,,,0,,,,,,0,,,1,,1,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Heermann's Gull,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,12,,12,,,,,0,,,12,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Western Gull,,,,,,0,,1,,,1,,,,,,0,,,2,,2,,,1,,1,,,95,,95,,,,,0,,,99,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Mourning Dove,,,,,,0,,,,,0,,,,1,,1,,,,,0,,,,,0,,1,,,1,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Anna's Hummingbird,,3,,,,3,,,,,0,,3,,1,,4,,,,,0,,,2,,2,1,1,,,2,,,4,,4,,,15,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Belted Kingfisher,,1,,,,1,,1,,,1,,,,,,0,,,,,0,,,2,,2,,1,,,1,,,,,0,,,5,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Black Phoebe,,2,2,,,4,,,,,0,1,1,,2,,4,,2,1,,3,1,1,5,,7,1,,1,,2,1,,1,,2,,,22,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Say's Phoebe,,,,,,0,,,,,0,,,,,,0,,,,,0,,1,,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Cassin's Kingbird,,,,,,0,,,,,0,,,,3,,3,,,,,0,,,,,0,,,,,0,,,,,0,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Western Scrub-Jay,,,,,,0,,,,,0,,,,,,0,,,,,0,1,,1,,2,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
American Crow,,3,,1,,4,,,,,0,,,,,,0,,,,,0,,2,,,2,,,,,0,,,,,0,,,6,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Northern Rough-winged Swallow,,,,,,0,,,,,0,,,,,,0,,,,,0,,2,,,2,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Barn Swallow,,,,,,0,,,,,0,,,,,,0,,2,,,2,,5,,,5,10,,,,10,,,,,0,,,17,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Cliff Swallow,,,,,,0,,,,,0,,,,,,0,,,,,0,,1,,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Bushtit,,,,,,0,,,,,0,,,,,,0,,,,,0,,1,,,1,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Bewick's Wren,,,,,,0,,,,,0,,,,,,0,,,,,0,,2,3,,5,,,,,0,,,,,0,,,5,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
House Wren,,,1,,,1,,,,,0,,1,,1,,2,,,,,0,,,3,,3,1,1,,,2,,,,,0,,,8,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Ruby-crowned Kinglet,,,,,,0,,,,,0,,,,1,,1,,,,,0,,,1,,1,,,,,0,,,,,0,,,2,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Blue-gray Gnatcatcher,,3,,,,3,,,,,0,,2,,,,2,,,,,0,1,3,1,,5,,1,,,1,,,,,0,,,11,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Northern Mockingbird,,2,,,,2,,,,,0,,4,,2,,6,,,,,0,,,,,0,,,,,0,,,,,0,,,8,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
European Starling,,15,,,,15,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,15,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Orange-crowned Warbler,,,,,,0,,,,,0,,1,,,,1,,,,,0,,,3,,3,4,2,,,6,,,3,,3,,,13,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Townsend's Warbler,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,1,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Common Yellowthroat,,3,1,,,4,,,,,0,,1,,1,,2,,,,,0,,2,,,2,,3,,,3,,,2,,2,,,13,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
California Towhee,,,,,,0,,,,,0,,,,,,0,1,,,,1,,,,,0,,2,,,2,,,,,0,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Beldingês Savannah Sparrow,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,2,,,,2,,1,,,1,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Song Sparrow,2,4,,,,6,,,,,0,,,,,,0,,,,,0,,1,10,,11,,4,,,4,,,2,,2,,,23,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
White-crowned Sparrow,,,,,,0,,,,,0,,,,,,0,,,,,0,,3,1,,4,,,,,0,,,,,0,,,4,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Red-winged Blackbird,,32,,,,32,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,32,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
House Finch,,12,,,,12,,,,,0,,10,,2,,12,,,,,0,,40,55,,95,,6,,,6,,,6,,6,,,131,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Lesser Goldfinch,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,6,,,6,,,2,,2,,,8,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Willow Flycatcher,,,1,,,1,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Warbling Vireo,,,,,,0,,,,,0,,,,,,0,,,,,0,,,2,,2,,,,,0,,,1,,1,,,3,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Hutton's Vireo,,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,1,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
Shoveller,,,,,,0,,1,,,1,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1,,,,,,,26,September,2017,9,26-Sep-17,4,7:30,9:30,65,0,,0,0,0,,,,,,,,,,,"Lisa Stratton, Jason Liu, Darwin Richardson, Steven Ortega",,,
